Sub * SUBJ SUBJ !«œ»Ì« !
W * P P,GEN œ—»«—ÂÒ
W * N N,SING,LOC,AFF,6 ﬂ‘Ê—‘«‰
W * N N,SING,COM,INDF «‘«—Â «Ì
W * V V,PA,NAR,NEG,3 ‰ﬂ—œÂ
W * CON CON Ê·Ì
W * P P «“
W * N N,PL,COM ﬁ—«Ì‰
W * ADJ ADJ,SIM „⁄·Ê„
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM Œ«—Ã
W * P P «“
W * N N,SING,LOC,PR Â‰œ
W * N N,SING,COM  ⁄·ﬁ
W * V V,PA,SIM,POS,6 œ«‘ ‰œ
W * CON CON Ê
W * ADV ADV,GENR,SIM Õ „«
W * ADJ ADJ,SIM «Ì—«‰Ì
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * CON CON Ê
W * CON CON »‰«»—«Ì‰
W * V V,AUX,NIN,POS »«Ìœ
W * P P «“
W * N N,PL,COM,GEN ‘⁄—«Ì
W * ADJ ADJ,SIM „‘ﬂÊﬂ
W * ADJ ADJ,SIM Ãœ«
W * V V,SUB,POS,6 ‘Ê‰œ
W * DELM DELM .
W * N N,PL,COM «ÿ·«⁄« 
W * P P,GEN œ—»«—ÂÒ
W * N N,SING,COM,INDF ‰Ê⁄Ì
W * ADJ ADJ,SIM «’›Â«‰Ì
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM ﬂ„
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM « Êﬂ‘Ì
W * V V,PA,PRG,POS,3 „Ì ﬂ—œ
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN ⁄ﬁÌœÂÒ
W * N N,SING,PR,GEN  ﬁÌ
W * N N,SING,PR «ÊÕœÌ
W * N N,SING,COM €“·
W * ADV ADV,GENR,SIM ŒÊ»
W * V V,PA,PRG,POS,3 „Ì ”—Êœ
W * CON CON Ê
W * N N,SING,COM,INDF ‘«⁄—Ì
W * ADJ ADJ,SIM Å—êÊ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,COM,GEN ‘„⁄
W * N N,SING,GR,GEN «‰Ã„‰
W * PRO PRO,personal,SING,3 ÊÌ
W * RA RA —«
W * N N,SING,COM,GEN ‘«⁄—
W * N N,SING,COM,GEN ’«Õ»
W * N N,SING,COM œÌÊ«‰
W * ADJ ADJ,INO ê› Â
W * V V,PRE,SIM «” 
W * CON CON Ê
W * ADJ ADJ,INO ‰Ê‘ Â
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN ⁄’—
W * N N,SING,PR «ﬂ»—Ì
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * ADJ ADJ,INO ¬„œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,COM,GEN ê› «—
W * N N,SING,PR  ﬁÌ
W * N N,SING,PR «ÊÕœÌ
W * N N,SING,COM ‰‘«‰
W * V V,PRS,POS,3 „Ì œÂœ
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,3 ÊÌ
W * P P œ—
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,COM “‰œêÌ
W * V V,PA,PRG,POS,3 „Ì ﬂ—œ
W * DELM DELM .
W * CON CON »Â Â—Õ«·
W * V V,AUX,NIN,POS »«Ìœ
W * V V,PA,SIM,POS,3 ê› 
W * N N,SING,COM,GEN ‘„«—
W * PRO PRO,personal,SING,3 ÊÌ
W * P P œ—
W * N N,SING,COM,GEN „Ì«‰
W * N N,PL,COM,GEN ‘⁄—«Ì
W * ADJ ADJ,SIM „‘ﬂÊﬂ
W * ADV ADV,GENR,SIM œ—” 
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON  «
W * ADV ADV,GENR,TIME »⁄œ«
W * N N,SING,COM,GEN  ÕﬁÌﬁ
W * ADJ ADJ,SIM œﬁÌﬁ
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM,GEN çêÊ‰êÌ
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * N N,SING,NFL,GEN ¬„œ‰
W * DET DET «Ì‰
W * N N,SING,COM ‘«⁄—
W * ADJ ADJ,SIM Ê«÷Õ
W * V V,SUB,POS,3 ê—œœ
W * DELM DELM .
W * CON CON Â„ç‰Ì‰
W * N N,SING,PR,GEN  ﬁÌ
W * N N,SING,PR «ÊÕœÌ
W * P P,GEN œ—»«—ÂÒ
W * N N,SING,COM,INDF ‘«⁄—Ì
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * N N,SING,PR ‰ÊÌœÌ
W * ADJ ADJ,INO ‰Ê‘ Â
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „Ê÷Ê⁄
W * ADJ ADJ,SIM «Ì—«‰Ì ‰é«œ
W * N N,SING,NFL,GEN »Êœ‰
W * PRO PRO,personal,SING,3 «Ê
W * ADJ ADJ,SIM,GEN ‰Ì«“„‰œ
W * N N,SING,COM  ÕﬁÌﬁ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR »œ«ÌÊ‰Ì
W * CON CON ‰Ì“
W * P P œ—
W * N N,SING,PR „‰ Œ» «· Ê«—ÌŒ
W * P P,GEN œ—»«—ÂÒ
W * N N,SING,COM,INDF ‘Œ’Ì
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * N N,SING,PR,GEN ÊﬁÊ⁄Ì
W * N N,SING,PR Â—ÊÌ
W * ADJ ADJ,INO ‰Ê‘ Â
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,3 «Ê
W * P P œ—
W * N N,SING,LOC,PR »œŒ‘«‰
W * N N,SING,COM “‰œêÌ
W * V V,PA,PRG,POS,3 „Ì ﬂ—œ
W * DELM DELM °
W * CON CON «„«
W * P P —«Ã⁄ »Â
W * N N,SING,NFL,GEN ¬„œ‰
W * DET DET «Ì‰
W * N N,SING,COM ‘«⁄—
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * N N,SING,COM,INDF çÌ“Ì
W * ADJ ADJ,INO,NEG ‰ê› Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON »‰«»—«Ì‰
W * P P œ—
W * N N,SING,COM ﬂ«—Ê«‰
W * P P œ—
W * N N,SING,COM,GEN „Ì«‰
W * N N,SING,COM,GEN ›Â—” 
W * N N,PL,COM,GEN ‘⁄—«Ì
W * ADJ ADJ,SIM „‘ﬂÊﬂ
W * N N,SING,COM ﬁ—«—
W * V V,PRS,POS,3 œ«—œ
W * CON CON ê—çÂ
W * ADV ADV,deg,SIM »”Ì«—
W * V V,PRE,ADJC,3 »Ã«” 
W * CON CON ﬂÂ
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM “„Ì‰Â
W * N N,SING,COM  ÕﬁÌﬁ
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * P P œ—
W * ADJ ADJ,ORD ¬Œ—Ì‰
W * N N,SING,COM,GEN ›’·
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * CON CON ﬂÂ
W * P P œ—
W * PRO PRO,DEMO,SING ¬‰
W * P P »Â
W * N N,SING,NUM ”Ì
W * N N,SING,COM ‘«⁄—
W * N N,SING,COM «‘«—Â
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * P P —«Ã⁄ »Â
W * N N,SING,COM Ê—Êœ
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * CON CON Ì«
W * ADJ ADJ,SIM «Ì—«‰Ì
W * N N,SING,NFL,GEN »Êœ‰
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM  —œÌœ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON ·–«
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN „Õﬁﬁ
W * ADJ ADJ,SIM  «“Â ﬂ«—
W * V V,PRS,NEG,3 ‰„Ì  Ê«‰œ
W * P P,DET »œÌ‰
W * N N,SING,COM,GEN ﬂ«—
W * ADJ ADJ,SIM œ‘Ê«—
W * CON CON Ê
W * ADJ ADJ,SIM „Â„
W * V V,SUB,POS,3 »Å—œ«“œ
W * CON CON »·ﬂÂ
W * N N,SING,COM ‰Ì«“
W * P P »Â
W * N N,SING,COM,GEN „Õﬁﬁ
W * ADJ ADJ,SIM,GEN Â‰œ‘‰«”
W * ADJ ADJ,SIM,INDF »—Ã” Â «Ì
W * V V,PRE,SIM «” 
W * CON CON  «
W * P P —«Ã⁄ »Â
W * DET DET «Ì‰
W * N N,SING,COM „Ê÷Ê⁄
W * N N,SING,COM  ÕﬁÌﬁ
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM °
W * CON CON “Ì—«
W * N N,SING,COM „Ê÷Ê⁄
W * ADJ ADJ,SIM,GEN Õ«Ì“
W * N N,SING,COM,GEN «Â„Ì 
W * ADJ ADJ,SIM ›—«Ê«‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P »«
W * N N,SING,COM  ÊÃÂ
W * P P »Â
W * N N,PL,COM,GEN „ÿ«·»
W * ADJ ADJ,SIM ê–‘ Â
W * V V,AUX,NIN,POS »«Ìœ
W * V V,PA,SIM,POS,3 Å–Ì—› 
W * CON CON ﬂÂ
W * N N,SING,COM  ÊÃÂ
W * N N,SING,NFL Å—œ«Œ ‰
W * P P »Â
W * N N,PL,COM,GEN «„Ê—
W * ADJ ADJ,SIM –Ì·
W * ADJ ADJ,SIM ÷—Ê—Ì
W * V V,PRS,POS,3 „Ì ‰„«Ìœ
W * DELM DELM :
W * N N,SING,NUM 1
W * DELM DELM -
W * N N,PL,COM,GEN ‘⁄—«Ì
W * ADJ ADJ,SIM «Ì—«‰Ì
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * V V,PA,SIM,POS,6 ¬„œ‰œ
W * CON CON Ê
W * N N,SING,COM »‰«
W * P P »Â
W * QUA QUA »⁄÷Ì
W * N N,PL,COM œ·«Ì·
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM ﬂ «»
W * N N,SING,COM,INDF –ﬂ—Ì
W * P P «“
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P »Â
W * N N,SING,COM „Ì«‰
W * ADJ ADJ,INO,NEG ‰Ì«„œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,NUM 2
W * DELM DELM -
W * N N,PL,COM,GEN ‘⁄—«Ì
W * ADJ ADJ,SIM ›«—”Ì
W * CON CON ﬂÂ
W * P P «“
W * N N,SING,LOC,PR,GEN ¬”Ì«Ì
W * ADJ ADJ,SIM „—ﬂ“Ì
W * CON CON Ê
W * N N,PL,COM,GEN ‰ﬁ«ÿ
W * ADJ ADJ,SIM,GEN œÌê—
W * ADJ ADJ,SIM ›«—”Ì “»«‰
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * V V,PA,NAR,POS,6 ¬„œÂ «‰œ
W * CON CON ﬂÂ
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM,GEN ‰«„
W * DET DET «Ì‰
W * N N,PL,COM ‘⁄—«
W * P P œ—
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * ADJ ADJ,INO ê‰Ã«‰œÂ
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * P P œ—
W * N N,SING,ORD Å«Ì«‰
W * N N,SING,COM,GEN »Ì«‰
W * DET DET «Ì‰
W * N N,SING,COM ‰ﬂ Â
W * ADJ ADJ,SIM ·«“„
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,PR,GEN «Õ„œ
W * N N,SING,PR,GEN ê·çÌ‰
W * N N,PL,COM „⁄«‰Ì
W * ADJ ADJ,SIM  ‰Â«
W * N N,SING,COM,INDF ﬂ”Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * ADJ ADJ,SIM,INDF »”Ì«—Ì
W * P P «“
W * N N,PL,COM „”«Ì·
W * RA RA —«
W * N N,SING,COM Õ·
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * ADV ADV,GENR,SIM  ‰Â«
W * PRO PRO,personal,SING,3 «Ê
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * V V,PA,SIM,POS,3  Ê«‰” 
W * DET DET «Ì‰
W * N N,SING,COM ﬂ«—
W * RA RA —«
W * ADV ADV,GENR,SIM »Â ŒÊ»Ì
W * N N,SING,COM «‰Ã«„
W * V V,SUB,POS,3 œÂœ
W * DELM DELM .
W * ADV ADV,GENR,TIME Â„ «ﬂ‰Ê‰
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * ADJ ADJ,SUP »Â —Ì‰
W * N N,SING,COM,GEN «À—
W * ADJ ADJ,SIM Õ«÷—
W * N N,SING,PR „”ÌÕ
W * N N,SING,PR ﬂ«‘«‰Ì
W * P P »Â
W * N N,SING,COM ‘„«—
W * V V,PRS,POS,3 „Ì —Êœ
W * DELM DELM .
W * DELM DELM #
W * P P »Â
W * N N,SING,LOC,GEN „”Ãœ
W * N N,SING,COM «—»«»
W * N N,SING,COM,GEN ‰Ì«“
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DELM DELM #
W * SUBJ SUBJ !!!
W * N N,SING,LOC,GEN „ÌŒ«‰ÂÒ
W * PRO PRO,personal,PL,1 „«
W * N N,SING,LOC,GEN „”Ãœ
W * N N,SING,COM,GEN «—»«»
W * N N,SING,COM ‰Ì«“
W * V V,PRE,SIM «” 
W * DELM DELM °
W * ADV ADV,GENR,TIME Â—êÂ
W * CON CON ﬂÂ
W * P P œ—
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM Ã«Ì
W * V V,SUB,POS,2 ﬂ‰Ì
W * N N,SING,COM,GEN Êﬁ 
W * N N,SING,COM ‰„«“
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN ”—„«ÌÂÒ
W * QUA QUA Â—
W * N N,SING,COM ⁄Ì‘
W * P P œ—
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM,GEN Ã«„
W * N N,SING,COM ‘—«»
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,COM,GEN ”—„«ÌÂ
W * QUA QUA Â—
W * N N,SING,COM ⁄„—
W * P P œ—
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM,GEN “·›
W * ADJ ADJ,SIM œ—«“
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADV ADV,GENR,EXM Â„çÊ‰
W * N N,SING,COM,GEN œ·
W * ADJ ADJ,SIM ⁄«‘ﬁ
W * CON CON ﬂÂ
W * P P œ—
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM,GEN €Ì—
W * N N,SING,COM ‰„ﬂ
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM °
W * QUA QUA Â—
W * N N,SING,COM ”Ê
W * CON CON ﬂÂ
W * N N,SING,COM ‰Ÿ—
W * V V,PRS,POS,2 „Ì ›ﬂ‰Ì
W * N N,SING,COM ”Ê“Êêœ«“
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,TIME ’»Õ
W * V V,PRE,SIM «” 
W * ADJ ADJ,SIM ⁄Ì«‰
W * P P «“
W * N N,SING,COM,GEN œ·
W * PRO PRO,personal,PL,1 „«
W * CON CON Ì«
W * N N,SING,COM,GEN œ·
W * N N,SING,PR „Õ„Êœ
W * DELM DELM °
W * V V,PA,NAR,POS,3 «›—ÊŒ Â
W * P P «‰œ—
W * N N,SING,COM,GEN ‘ﬂ‰
W * N N,SING,COM,GEN “·›
W * N N,SING,PR «Ì«“
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON çÊ‰
W * N N,SING,COM,GEN —«“
W * N N,SING,COM,GEN œ·
W * ADJ ADJ,SIM €„“œÂ
W * ADJ ADJ,SIM „” Ê—
W * V V,SUB,NEG,3 ‰„«‰œ
W * DELM DELM °
W * QUA QUA Â—
W * N N,SING,COM,GEN ﬁÿ—ÂÒ
W * N N,SING,COM ŒÊ‰
W * P P œ—
W * N N,SING,COM,GEN œ·
W * PRO PRO,personal,PL,1 „«
W * N N,SING,COM,GEN „Õ—„
W * N N,SING,COM —«“
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P,DET “Ì‰
W * N N,SING,LOC „ÌﬂœÂ
W * N N,SING,COM ”«ﬁÌ
W * V V,IMP,POS,2 »œÂ
W * DET DET ¬‰
W * N N,SING,COM »«œÂ
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM êÊÌÌ
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN œÌœÂÒ
W * N N,SING,COM „⁄‘Êﬁ
W * PRO PRO,INDF,SING Â„Â
W * N N,SING,COM,GEN ‰«Ì»
W * N N,SING,COM ‰«“
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P,PRO “Ì‰
W * N N,SING,COM ÅÌ‘
W * N N,SING,COM,GEN œ—
W * N N,SING,COM  Ê»Â
W * IF IF «ê—
W * V V,PA,SIM,POS,3 »Êœ
W * ADJ ADJ,SIM ê‘ÊœÂ
W * DELM DELM °
W * ADV ADV,GENR,TIME «ﬂ‰Ê‰
W * CON CON çÊ
W * N N,SING,COM,GEN œ—
W * N N,SING,COM  Ê»Â
W * N N,SING,COM,GEN œ—
W * N N,SING,LOC „ÌﬂœÂ
W * ADV ADV,GENR,REPT »«“
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM „Ì
W * V V,IMP,POS,2 êÌ—
W * P P,GEN “
W * N N,SING,COM ”«ﬁÌ
W * DELM DELM °
W * CON CON ﬂÂ
W * CON CON çÊ
W * N N,SING,COM „Ì
W * N N,SING,COM,INDF œ«œ—”Ì
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
W * CON CON,P Ê‰œ—
W * N N,SING,COM Ãê—
W * ADJ ADJ,SIM ”ÊŒ Â
W * ADJ ADJ,SIM »Â
W * P P,PRO “Ì‰
W * N N,SING,COM,INDF ‰›”Ì
W * V V,PRS,NEG,3 ‰Ì” 
W * SUBJ SUBJ !!!
W * DELM DELM .
W * IF IF «ê—
W * N N,SING,SURN,GEN ¬ﬁ«Ì
W * N N,SING,PR,GEN «Õ„œ
W * N N,SING,PR,GEN ê·çÌ‰
W * N N,PL,COM „⁄«‰Ì
W * ADV ADV,GENR,SIM »Â  ‰Â«ÌÌ
W * V V,PRS,NEG,3 ‰„Ì  Ê«‰œ
W * DET DET «Ì‰
W * N N,SING,COM ﬂ«—
W * RA RA —«
W * P P »Â
W * N N,SING,COM «‰Ã«„
W * V V,PA,SIM,POS,3 —”«‰œ
W * DELM DELM °
W * ADJ ADJ,SIM ·«“„
W * V V,PRE,SIM «” 
W * QUA QUA  ⁄œ«œÌ
W * P P «“
W * N N,PL,COM œ«‰‘„‰œ«‰
W * N N,SING,COM,GEN “Ì—
W * N N,SING,COM,GEN ‰Ÿ—
W * PRO PRO,personal,SING,3 ÊÌ
W * P P —«Ã⁄ »Â
W * DET DET «Ì‰
W * N N,SING,COM,GEN „Ê÷Ê⁄
W * ADJ ADJ,SIM „Â„
W * N N,SING,COM ﬂ«—
W * V V,SUB,POS,6 ﬂ‰‰œ
W * CON CON  «
W * N N,SING,COM ‘«⁄—
W * CON CON Ì«
W * N N,SING,COM,INDF ⁄«·„Ì
W * CON CON ﬂÂ
W * P P «“
W * N N,SING,LOC,PR «Ì—«‰
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * ADJ ADJ,INO ¬„œÂ
W * N N,SING,COM ‰«„
W * CON CON Ê
W * N N,PL,COM,GEN ¬À«—
W * PRO PRO,personal,SING,3 ÊÌ
W * P P œ—
W * N N,SING,COM ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * N N,SING,COM À» 
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * N N,SING,COM »«—
W * ADJ ADJ,SIM œÌê—
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM,GEN „ƒ·›
W * ADJ ADJ,SIM „Õ —„
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,COM,GEN «À—
W * ADJ ADJ,SIM,GEN «—“‘„‰œ
W * PRO PRO,R,XOD ŒÊœ
W * N N,PL,COM ⁄·„«
W * CON CON Ê
W * N N,PL,COM,GEN ›÷·«Ì
W * N N,SING,LOC,PR Â‰œ
W * RA RA —«
W * ADJ ADJ,SIM,GEN „—ÂÊ‰
W * N N,SING,COM,GEN „‰ 
W * PRO PRO,R,XOD ŒÊÌ‘
W * N N,SING,COM ﬁ—«—
W * ADJ ADJ,INO œ«œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * ADJ ADJ,SUP ’„Ì„«‰Â  —Ì‰
W * N N,SING,COM œ—Êœ
W * CON CON Ê
W * N N,SING,COM,GEN ”Å«”
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * N N,SING,COM «»—«“
W * V V,PRS,POS,1 „Ì ﬂ‰„
W * DELM DELM .
