Sub * SUBJ SUBJ ! «—ÌŒÌ!
W * ADV ADV,GENR,SIM «Õ „«·«
W * DET DET Â„«‰
W * N N,SING,COM,INDF ‘ÌŒÌ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * ADJ ADJ,SIM,GEN „⁄«’—
W * N N,SING,PR,GEN «»Ê”⁄Ìœ
W * N N,SING,PR «»Ê«·ŒÌ—
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON Ê
W * P P œ—
W * N N,SING,LOC,PR ‰”«
W * V V,PA,PRG,POS,3 „Ì “Ì” 
W * DELM DELM .
W * N N,SING,COM,INDF Â‰ê«„Ì
W * CON CON ﬂÂ
W * N N,SING,SURN ‘ÌŒ
W * N N,SING,PR «Õ„œ
W * P P œ—
W * N N,SING,COM,GEN Õ«·
W * N N,SING,NFL —› ‰
W * P P «“
W * V V,PRE,NC,3 œ‰Ì«” 
W * DELM DELM °
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P »Â
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM  ·ﬁÌ‰
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON ﬂÂ
W * V V,IMP,POS,2 »êÊ
W * AR AR «‘Âœ
W * AR AR «‰
W * AR AR ·««·Â
W * AR AR «·««··Â
W * DELM DELM .
W * N N,SING,COM ‘ÌŒ
W * N N,SING,COM,INDF ‰ê«ÂÌ
W * P P »Â
W * PRO PRO,personal,SING,3 «Ê
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON Ê
W * P P »Â
W * N N,SING,COM ›«—”Ì
W * V V,PRS,POS,3 „Ì êÊÌœ
W * DELM DELM :
W * N N,SING,COM »Ì Õ—„ Ì
W * V V,IMP,NEG,2 „ﬂ‰
W * DELM DELM !
W * N N,SING,COM,GEN ”Œ‰
W * N N,SING,COM ‘ÌŒ
W * DET DET Â„«‰
W * N N,SING,COM,GEN Ã„·ÂÒ
W * ADJ ADJ,SIM ›«—”Ì
W * V V,PRE,SIM «” 
W * CON CON Ê
W * AR AR ·«
W * AR AR   —ﬂ
W * AR AR «·Õ—„…
W * ADV ADV,GENR,SIM «Õ „«·«
W * N N,SING,COM,INDF  Ê÷ÌÕÌ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,PL,COM,GEN ﬂ« »«‰
W * N N,SING,COM —”«·Â
W * P P »Â
W * N N,SING,COM „ ‰
W * V V,PA,NAR,POS,6 «›“ÊœÂ «‰œ
W * DELM DELM .
W * P P »Â
W * QUA QUA Â—
W * N N,SING,COM Õ«·
W * DELM DELM °
W * N N,SING,COM ‰ﬂ Â
W * V V,PRE,ADVC,3 «Ì‰Ã«” 
W * CON CON ﬂÂ
W * N N,SING,PR ﬁ‘Ì—Ì
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ﬂ «»
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P »Â
W * N N,SING,COM ⁄—»Ì
W * ADJ ADJ,INO ‰Ê‘ Â
W * V V,PRE,SIM «” 
W * CON CON Ê
W * QUA QUA »”Ì«—Ì
W * P P «“
W * N N,PL,COM,GEN «ﬁÊ«·
W * N N,PL,COM,GEN „‘«ÌŒ
W * N N,SING,LOC,PR Œ—«”«‰
W * RA RA —«
W * CON CON ﬂÂ
W * PRO PRO,R,XOD ŒÊœ
W * P P œ—
W * N N,SING,COM «’·
W * P P »Â
W * N N,SING,COM ›«—”Ì
W * ADJ ADJ,INO »ÊœÂ
W * CON CON Ê
W * PRO PRO,personal,SING,3 ÊÌ
W * P P »Â
W * N N,SING,COM ⁄—»Ì
W * N N,SING,COM ‰ﬁ·
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * ADV ADV,GENR,SIM ‰«êÂ«‰
W * CON CON çÊ‰
W * P P »Â
W * N N,SING,COM,GEN ê› ÂÒ
W * N N,SING,SURN ‘ÌŒ
W * N N,SING,PR,GEN «Õ„œ
W * N N,SING,COM ‰’—
W * V V,PRS,POS,3 „Ì —”œ
W * DELM DELM °
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * P P »Â
W * DET DET Â„«‰
W * N N,SING,COM,GEN “»«‰
W * ADJ ADJ,SIM «’·Ì
W * CON CON Ì⁄‰Ì
W * N N,SING,COM ›«—”Ì
W * N N,SING,COM ‰ﬁ·
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * CON CON Ê
W * N N,SING,COM,INDF Êﬁ Ì
W * P P »Â
W * N N,SING,COM œﬁ 
W * N N,SING,COM ‰ê«Â
W * V V,PRS,POS,4 „Ì ﬂ‰Ì„
W * DELM DELM °
W * V V,PRS,POS,4 „Ì »Ì‰Ì„
W * CON CON ﬂÂ
W * QUA QUA ÂÌç
W * N N,SING,COM,INDF Œ’Ê’Ì Ì
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM Ã„·Â
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON «·«
W * DET DET «Ì‰
W * CON CON ﬂÂ
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON Â„
W * P P,GEN œ—»«—ÂÒ
W * N N,SING,COM,GEN ·“Ê„
W * N N,SING,COM,GEN —⁄«Ì 
W * N N,SING,COM «œ»
W * CON CON Ê
W * N N,SING,COM,GEN Õ›Ÿ
W * N N,SING,COM Õ—„ 
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P »Â
W * N N,SING,COM ‰ﬁ·
W * P P «“
W * N N,SING,COM,GEN ›’·‰«„Â
W * N N,SING,COM,GEN ‰‘—
W * N N,SING,COM œ«‰‘
W * DELM DELM °
W * N N,SING,COM,GEN ‘„«—Â
W * N N,SING,NUM 19
W * N N,SING,COM,GEN ¬› 
W * N N,SING,COM Œ—œ
W * CON CON Ê
W * N N,SING,COM ÂÊ‘
W * SUBJ SUBJ !!!
W * V V,PA,SIM,POS,1 ê› „
W * ADV ADV,I „ê—
W * P P »Â
W * N N,SING,COM ’»—
W * ADJ ADJ,SIM,GEN ›—«„Ê‘
W * PRO PRO,personal,SING,1 „‰
W * V V,SUB,POS,2 ‘ÊÌ
W * DELM DELM °
W * ADV ADV,I ﬂÌ
W * V V,PA,SIM,POS,1 ê› „
W * N N,SING,COM,GEN ¬› 
W * N N,SING,COM Œ—œ
W * CON CON Ê
W * N N,SING,COM,GEN ÂÊ‘
W * PRO PRO,personal,SING,1 „‰
W * V V,SUB,POS,2 ‘ÊÌ
W * DELM DELM .
W * N N,SING,COM ›—Ì«œ
W * RA RA —«
W * P P »Â
W * N N,SING,COM ”Ì‰Â
W * V V,PA,SIM,POS,3 ‘ﬂ” „
W * CON CON ﬂÂ
W * ADJ ADJ,CMPR ŒÊ‘ —
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,COM ¬êÂ
W * P P »Â
W * N N,SING,COM œ—œ
W * P P «“
W * N N,SING,COM,GEN ·»
W * ADJ ADJ,SIM,GEN Œ«„Ê‘
W * PRO PRO,personal,SING,1 „‰
W * V V,SUB,POS,2 ‘ÊÌ
W * DELM DELM .
W * V V,IMP,POS,2 »‰ê—
W * P P »Â
W * N N,SING,COM,GEN ‘„⁄
W * ADJ ADJ,SIM ”ÊŒ Â
W * P P «“
W * N N,SING,TIME ‘«„
W * P P  «
W * P P »Â
W * N N,SING,TIME ’»Õ
W * DELM DELM °
W * CON CON  «
W * ADJ ADJ,SIM »«Œ»—
W * P P,GEN “
W * N N,SING,COM,GEN Õ«·
W * N N,SING,TIME,GEN ‘»
W * N N,SING,COM,GEN œÊ‘
W * PRO PRO,personal,SING,1 „‰
W * V V,SUB,POS,2 ‘ÊÌ
W * DELM DELM .
W * N N,SING,COM,GEN ”Ê“
W * N N,SING,COM,AFF,1  ‰„
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN ¬ ‘
W * N N,SING,COM  »
W * DELM DELM °
W * OH OH «Ì
W * N N,SING,COM ŒÌ«·
W * PRO PRO,personal,SING,3 «Ê
W * DELM DELM °
W * V V,SUB,POS,1  —”„
W * V V,SUB,POS,1 »”Ê“„ 
W * CON CON çÊ
W * ADJ ADJ,SIM,GEN Â„ ¬€Ê‘
W * PRO PRO,personal,SING,1 „‰
W * V V,SUB,POS,2 ‘ÊÌ
W * DELM DELM .
W * OH OH «Ì
W * N N,SING,COM «‘ﬂ
W * DELM DELM °
W * N N,SING,COM,GEN ‰ﬁ‘
W * N N,SING,COM,GEN ⁄‘ﬁ
W * PRO PRO,personal,SING,3 ÊÌ
W * P P «“
W * N N,SING,COM,GEN Ã«‰
W * PRO PRO,personal,SING,1 „‰
W * V V,IMP,POS,2 »‘ÊÌ
W * DELM DELM °
W * ADV ADV,GENR,SIM ‘«Ìœ
W * P P,GEN “
W * N N,SING,COM,GEN —«Â
W * N N,SING,COM ·ÿ›
W * ADJ ADJ,SIM,GEN Œÿ«ÅÊ‘
W * PRO PRO,personal,SING,1 „‰
W * V V,SUB,POS,2 ‘ÊÌ
W * DELM DELM .
W * V V,PRS,POS,1 „Ì ‰Ê‘„ 
W * P P »Â
W * N N,SING,COM ⁄‘ﬁ
W * N N,SING,COM ﬁ”„
W * OH OH «Ì
W * N N,SING,COM,GEN ”—‘ﬂ
W * N N,SING,COM €„
W * DELM DELM °
W * CON CON,P ﬂ“
W * N N,SING,COM,GEN œ” 
W * PRO PRO,personal,SING,3 «Ê
W * IF IF «ê—
W * V V,SUB,POS,2 »—ÂÌ
W * N N,SING,COM,GEN ‰Ê‘
W * PRO PRO,personal,SING,1 „‰
W * V V,SUB,POS,2 ‘ÊÌ
W * DELM DELM .
W * IF IF ê—
W * N N,SING,COM ”—
W * V V,SUB,POS,3 “‰œ
W * P P »Â
W * N N,SING,COM,GEN ‘«‰ÂÒ
W * PRO PRO,personal,SING,1 „‰
W * N N,SING,COM,GEN ¬› «»
W * PRO PRO,personal,SING,1 „‰
W * DELM DELM °
W * OH OH «Ì
W * N N,SING,COM ¬› «»
W * N N,SING,COM Ã·ÊÂ ê—
W * P P «“
W * N N,SING,COM,GEN œÊ‘
W * PRO PRO,personal,SING,1 „‰
W * V V,SUB,POS,2 ‘ÊÌ
W * SUBJ SUBJ !!!
W * DELM DELM .
